message,messageSentiment.score,messageHate.score
"हिमाचल : #जयराम_ठाकुर ने ली मुख्यमंत्री पद की शपथ , बने 13वें सीएम , पीएम भी मौजूद ....... http://bit.ly/2l2MxJa:=:http://www.akhandbharatimes.com/2017/12/jai-ram-thakur-will-take-an-oath-today.html",1,0
हमनै #चंद्रमा लिखने की कही और तू #चंदा लिखरो ससुर बिखेर दियौ कॉपी पै रायतौ चिरांद सारे उठाईगिरे कब सुधरैगो तू अरी दादा 😂😂👇👇👇,0,1
MP के गृह मंत्री नरोत्तम मिश्रा जी फुल फॉर्म में हैं 👏👏,2,0
"मुकेश अंबानी ने 5 करोड़ रुपए महाराष्ट्र सरकार को (Covid 19) रिलीफ फंड मै दिए। 1 लाख मास्क रोज बना रहे है..।। अपने हॉस्पिटल को Covid 19 के मरीजों की बीमारी के लिए सरकार को दे दिया.. लेकिन ऐसी पहल अभी तक किसी शांतिप्रिय संगठन या शांतिप्रिय बिजनेसमैन ने नहीं की, क्यों??",1,0
Stop conversion,0,1
जब तीनो कानून वापस ले लिए गए तो फिर आंदोलन खत्म क्यों नही कर रहे?? राजनैतिक गिद्दों को पहचानो भाईयो #ModiLovesKisan,0,1
"केजरीवाल सरकार का एक और भ्रष्टाचार आया सामने, पूर्व मंत्री ने दर्ज कराई शिकायत",0,0
भिखारियों को केजरीवाल जी से सीखना चाहिए भीख मांगने का नयाब तरीका...,0,1
Now who will do love jihad ?,1,1
"धरना छोड़ भागे किसान, बौखलाए टिकैत बताई ये वजह...",0,0
"20 साल की उम्र में अवनीत कौर ने बिकनी पहन दिए मदहोश करने वाले पोज, बोल्डनेस देख लोगों के छूटे पसीने",0,1
सरकार स्थिर राहावे अस वाटत असेल तर काँग्रेस नेतृत्वावर बोलण टाळावे : यशोमती ठाकुर,1,0
"If you cant beat them, Join Them..🤔🤔 and Change Them.",1,1
"अमेरिका में भी स्वच्छता का पालन करते मोदी,हमारे संस्कार स्वभाव और आचरण से ही हमें मूल पहचान मिलती है।",2,0
People who are indulge in the irresponsible reproduction and not a bit concern about the limited resources of our country must consider that though we are wonderful but we are too many. We want an strict #PopulationControlLaw,0,1
ये लड़की श्रीराम और सीता माता के लिए गली बक रही है इस वीडियो को इतना वाइरल करो कि यह लड़की जल्द से जल्द पुलिस की गिरफ्त में हों ।।,0,1
मियाँ नजीर मोहम्मद बन गए सिक्ख किसान .....,1,1
"मुझसे इन दिनों कई लोग ये सवाल पूछते हैं कि आजकल मेरे वीडियो क्यों नहीं आ रहे? मैं आप सभी को बताना चाहता हूं कि हाल-फिलहाल मैं अपनी पहली पुस्तक “गांधी VS गोडसे” को अंतिम रूप देने में व्यस्त हूं। चूंकि मेरी पुस्तक का विषय बहुत ही गंभीर और विवादित है, इसलिए इसे प्रकाशित करने से पहले हर तथ्य की बारीकी से पड़ताल करना बहुत ज़रूरी है। ये एक ऐसी प्रक्रिया है जिसमें बहुत मेहनत और समय लगता है। मैं अपने इस कार्य मे करीब 100 ऐसे व्यक्तियों के उस दौर में लिखे संस्मरणों और उनकी पुस्तकों की मदद ले रहा हूं जिन्होने गांधी हत्याकांड या फिर उस दौर की स्थिति-परिस्थिति को बहुत करीब से देखा था। इनमें से कई लोग ऐसे थे जो उस वक्त आज़ादी और विभाजन के 'रंगमंच' पर बड़ी-बड़ी भूमिका निभा रहे थे। इनमें से कुछ नेता थे, कुछ अंग्रेज़ अधिकारी थे, कुछ भारतीय आईसीएस अफसर थे और कुछ पत्रकार भी थे। पुलिस और अदालत के रिकॉर्ड भी खागलने पड़ रहे हैं। साथ ही उन दिनों में छपीं अखबारों की कतरने भी बहुत कुछ सच्चाई उगलती हैं, इन्हे भी अपनी पुस्तक में समेटने का प्रयास है। इस कठिन कार्य में मुझे आपकी शुभकामनाओं की आवश्यकता है।",1,0
Reality of Mugal 😠,0,1
"Sorry, I am very angry & disappointed today we are giving a free pass to most evil & corrupt force in Delhi History will blame us for not saving our beloved city They r using Delhi to spread poison in country It's our Dharma to save this city We can't remain mute spectator",0,1
"काँग्रेस का महिला मोर्चा,पाकिस्तान जिंदाबाद के नारे लगाते हुए।",2,0
https://www.facebook.com/114823864439511/posts/116945800893984/,1,0
"मंदिर बनाने वाली सरकार तो सिर्फ 5-7 साल से है इससे पहले तो हॉस्पिटल वाली को ही वोट दिया था, फिर कहाँ गए हॉस्पिटल ??",0,0
"कोई 40 का तो कोई 45 का, तारक मेहता का उल्टा चश्मा के ये इन सितारों को नहीं मिल पाया अभी तक शादी का सुख",0,0
"पहली बार जब विश्व सुंदरी ऐश्वर्या राय हुई थी प्रेग्नेंट, तब हरी साड़ी में कुछ इस चालाकी से बेबी बंप को छुपाते नजर आए थी",0,0
मराठी भाषा और मराठी अस्मिता की बात करने वाले कितने बड़े दोगले हो गए पता ही नहीं चला इन दोगलो को हिंदी से नफरत है गुजराती भाषा से नफरत है तमिल मलयालम से नफरत है लेकिन उर्दू से अचानक इन्हें प्यार हो गया,0,1
"मुस्लिम विरोधी भीड़ को देखकर बिफर पड़े ओवैसी, बोले- इतनी भीड़ में कैसे मुसलमान सुरक्षित रह सकता है?",0,1
एक तो चोरी ऊपर से सीनाजोरी!,0,1
"तमिलनाडु सरकार ने 7 हिंदू मंदिरों पर चलवा दिया बुलडोजर,ईसाइयों माफियाओं’ को छू भी नहीं सकी",0,1
#Justiceforasifa #JusticeforUnnao,1,0
70 साल कांग्रेस ने दादागिरी की उसका अंत हुआ उसी तरह बंगाल में जो ममता राज में आरजकता फैली हुई है उसका भी अंत होगा याद रखे ममता उसके पालतू पिल्ले।,0,1
"! पाकिस्तानी आतंकवादी सीमा पार से आकर, गोली मार रहे हैं ,यहां के आतंकवादीतो इन्हें कोई दिक्कत नहीं, लेकिन अगर वंदे मातरम होगा तो ,इनके गंदे खून में उबाल आ जाएगा... सब्र रखो ठंडा कर देंगे तुम्हें भी, और तुम्हारे गंदे खून को भी..",0,1
टुकड़े-टुकड़े गैंग के चहते अनुराग कश्यप और तापसी पन्नू पर मोदी सरकार की बड़ी कार्रवाई।,1,0
"प्रश्नोत्तर : श्लोक संख्या १६.२२ . प्रश्न १ : मनुष्य किस प्रकार आत्म-साक्षात्कार के सर्वोच्चपद को प्राप्त कर लेता है ? उत्तर १ : ""मनुष्य को मानव-जीवन के तीन शत्रुओं - काम, क्रोध तथा लोभ - से अत्यन्त सावधान रहना चाहिए | जो व्यक्ति जितना ही इन तीनों से मुक्त होगा, उतना ही उसका जीवन शुद्ध होगा | तब वह वैदिक साहित्य में आदिष्ट विधि-विधानों का पालन कर सकता है | इस प्रकार मानव जीवन के विभिन्न विधि-विधानों का पालन करते हुए वह अपने आपको धीरे-धीरे आत्म-साक्षात्कार के पद पर प्रतिष्ठित कर सकता है | यदि वह इतना भाग्यशाली हुआ कि इस अभ्यास से कृष्णभावनामृत के पद तक उठ सके तो उसकी सफलता निश्चित है | वैदिक साहित्य में कर्म तथा कर्मफल की विधियों का आदेश है, जिससे मनुष्य शुद्धि की अवस्था (संस्कार) तक पहुँच सके | सारी विधि काम, क्रोध तथा लोभ के परित्याग पर आधारित है | इस विधि का ज्ञान प्राप्त करके मनुष्य आत्म-साक्षात्कार के उच्चपद तक उठ सकता है और इस आत्म-साक्षात्कार की पूर्णता भक्ति में है | भक्ति के बद्धजीव की मुक्ति निश्चित है | इसीलिए वैदिक पद्धति के अनुसार चार आश्रमों तथा चार वर्णों का विधान किया गया है | विभिन्न जातियों (वर्णों) के लिए विभिन्न विधि-विधानों की व्यवस्था है | यदि मनुष्य उनका पालन कर पाता है, तो वह स्वतः ही आत्म-साक्षात्कार के सर्वोच्चपद को प्राप्त कर लेता है | ता उसकी मुक्ति में कोई सन्देह नहीं रह जाता |"" . संदर्भ : श्रीमद्भगवद्गीता १६.२२, तात्पर्य, श्रील प्रभुपाद",1,0
विरोध करना आपका हक है।लेकिन क्या इस तरह का विरोध सही कहा जायेगा। जहां अपने देश के अच्छे नागरिक अपने ही देश को आग की लपटों में झोंक दे। आप अपनी राय जरुर दे।,0,1
"हॉकर लोग हो सकते हैं कोरोना जैसी महामारी का शिकार। सबसे बड़ा सवाल यह है कि अखबार बांटने वाले सभी हॉकरों की स्क्रीनिंग क्यों नहीं? जब पुलिसकर्मी, चिकित्सक, मीडियाकर्मी तथा पिज्जा डिलीवर करने वाला संक्रमित होकर वायरस की “डिलीवरी” कर सकता है तो हॉकर अछूते कैसे रह सकते हैं ? फिर सरकार और अखबार मालिक चुप्पी साधे क्यों बैठे हैं ?",0,0
मुसलमानबहुल देशांच्या संघटनेचा भारताला पर्यवेक्षक बनवावे ! – बांगलादेशची मागणी,0,1
सरकार गिरने से पहले दीदी ही गिर गई...,0,1
सभी कट्टर हिंदू पुष्पेंद्र जी के अपने ग्रूप से जुड़ें https://www.facebook.com/groups/319490929418333/,1,0
बॉलीवुड की इन अदाकाराओं ने बोल्ड और न्यूड सीन्स देकर छुड़ाए दर्शकों के पसीने,2,1
"राम-राम कहके - आराम ना करो, श्याम-श्याम बोलो - मथुरा को अब लड़ो। जो राम दिलाए हैं - वही श्याम दिलाएंगे - जब भारी समर्थन से - हम ""कमल"" खिलाएंगे👏",2,0
"कितनेे हिन्दू फेसबुक है दहाड़ मार दो ""जय श्री राम""",0,1
"7 जनवरी – 1857 में क्रूर कैरी, मिल्स, कॉनेल व मानसन को मारने वाले अमीन सयाजीराव को आज उड़ा दिया गया था तोप से. पर चर्चा में चरखा रहा",0,0
1 नारी 57 देशों पर भारी #नूपुर_शर्मा,1,1
"बिहार सरकार के इस मुस्लिम मंत्री ने कहा- हमारे पूर्वज हिंदू है, धर्म परिवर्तन करने वालों की खैर नहीं",1,1
‘मुस्लिम पंचर नहीं बनाएँगे तो आप गाड़ी कैसे चलाएँगे’: कोंग्रेसी नेता का वीडियो हुआ वायरल।,0,1
"सांप को दूध पिलाने का दर्द आज #Sweden झेल रहा। जिन शांतिदूत शरणार्थियों पर मानवता दिखाई उन्ही जेहादियों ने आज पुरे स्वीडन को जला दिया,, यही गलती हमने भी रोहंगिया और बांग्लादेशी शांतिदूतों को शरण देकर किया है, ये भारत को भी स्वीडन की तरह जलाएं उसके पहले इन्हें खदेड़ देना चाहिए",0,1
"Video:- हरियाणा के इस जिले में मुसलमानों ने किया रोड़ पर कब्जा,पढ़ने लगे नमाज पुलिस भी कोई कारवाई नही कर रही।",0,1
"JNU की आंटी, जिसने आंदोलन डिपार्टमेंट में PHD कर ली है।😂",1,0
सत्ता के लालच में संस्कार भी भूल गए सपाई और कांग्रेसी,0,0
15 साल के लड़के को धमकी देने पर ध्रुव राठी पर बड़ी कारवाई।,0,0
#Boycott_French_Products #boycottFrance #shameonMacron,0,0
सेकुलर हिंदुओ को पायल रोहतगी का करारा जवाब।,0,1
"विदेशी आक्रांताओं ने हमारे लाखों मंदिर तोड़े, ये सुना था उनको तोड़कर अवैध रूप से क्या बनाया गया, इसी बात का सर्वे हो रहा है अपनी छीनी गयी चीज़ को प्राप्त करना कट्टरता नही, अधिकार है उत्तर प्रदेश वालों आपने एक योगी को चुना है अब चुन चुन के विलुप्त इतिहास क़ो बाहर लाया जाएग 🚩",0,1
"जैकेट की चैन खोलकर नुसरत जहां ने कराया बोल्ड अंदाज में फोटोशूट, लोगों के उड़ा दिए होश",2,0
"“कोरोना को जैन- बनियों ने लाया है“ जैसे नारे दे कर ""जैन समाज"" को बदनाम करने वाले अनूप मंडल जैसों के ही उसकाने से 500 से ज़्यादा जैन साधु - साध्वियों की सड़क पर चलते समय गाड़ी आदि चढ़ा कर सुनियोजित हत्याएँ हुई हैं. इस षड्यंत्र पर बिंदास बोल @SudarshanNewsTV आज 8pm,11pm,8.30am1pm",0,1
"अपनी 26 वी सालगिरा पर बॉबी देओल हुए बेकाबू , देखे रोमांटिक फोटोज",0,0
"चुनावी मौसम के मौसमी हिंदू, बिल से निकलने को है तैयार!",1,1
"अब ये देश भी लगाएगा बुर्के पर प्रतिबंध,1 हजार से अधिक बंद किए जाएंगे इस्लामिक स्कूल",0,1
समर भयंकर भूधर चोटिल है धर्म बचाने को देखो हिन्दू सेना हावी है। हरे पताके वाले दुष्टों के आगे अकेला अर्जुन काफी है।,0,1
#COVID19 - BAPS स्वामीनारायण मंदिर अबू धाबी से भारत में ऑक्सीजन और चिकित्सा उपकरण भेजा जा रहा है पूज्य ब्रह्मविहारी स्वामी उपकरणों की पूजा कर रहे हैं। जय श्री स्वामीनारायण 🙏🚩,2,0
"भगोड़े जाकिर नाइक पर मोदी सरकार का जबरदस्त प्रहार, कट्टरपंथीयों में हड़कंप",0,0
"दिल्ली दंगा | CAA का नहीं किसी और बात का गुस्सा है, तारिक फतेह ने बताया कैसे CAA विरोध के नाम पर जिहाद हो रहा है। #CAA #NRC #ISLAMICTERROR #DELHIPOLICE #JAFRABAD #MAUJPUR #ChandBagh #KarawalNagar #shaheenbagh Trinetra #त्रिनेत्र @teamTrinetra हर हर महादेव 🚩",0,0
INSTRUMENTS OF GHAZWA-E-HIND Random Unceasing Low level Scattered Violence.,0,1
Pratik Kumar Dube At Titlis Glacier Switzerland To Location￼ Hunting For Megastar Maharishi Aazaad #MegastarMaharishiAazaad #MaharishiAazaad #Rashtradharma #TheBuddhist #महर्षिआज़ाद #Buddhism #SanskritMahanayak #AhamBrahmasmi #InternationalMegastaroftheWorld #InternationalMegastar #MegastarAazaad #InternationalAmbassdorOfSanskrit #Rashtraputra #KaminiDube #IndiaMusic #MotherMusic #SanskritMovie #VishwaSahityaParishad #LegendaryFilmCompany #RajnarayanDube #PillarOfIndianCinema #TheBombayTalkiesStudios #MegastarOfTheWorld #DubeIndustries #Switzerland #Zurich,1,0
इजराइल ने चुस्लिम देशों के पिछवाड़े में आग लगा रखी है 😂😂❤️❤️,0,1
"दिल्ली के डिफेंस कॉलोनी स्थित मंदिर को तोड़ेगी केजरीवाल सरकार,ट्विटर पर ट्रेंड हुआ #मंदिर_विरोधी_केजरीवाल",0,0
#vote #Militaryraj #JNU #Banarashinduuniversity #AnnaUniversity #universityofHyderabad #Indianinsitituteofsciencebengaluru #Jadavpuruniversitykolkatta #universityofDelhi #Amritavishwavidyapeethamcoimbatore #Savitribaiphuleuniversitypune #Manipalacademyofhighereducation #Jamiamilliaislamianewdelhi #Calcuttauniversity #KingGeorgesmedicaluniversitylucknow #Velloreinstituteoftechnology #Birlainstituteoftechnologysciencepilani #Universityofmadraschennai #PunjabUniversity #Andhrauniversity #MumbaiUniversity #Jamiahamdardnewdelhi #SikshaOanusandhanbhubaneswar #symbiosisinternationaluniversitypune #education #symbosispune #engineercycle,1,0
जब ससुर अमिताभ और पति अभिषेक ने सबके सामने ऐसे पकड़ा था ऐश्वर्या को,1,0
ये सरदार असरदार है दुश्मन के खेमे में घूंस कर वोट मांग रहा है।,0,1
"चाइना, पाकिस्तान, मै बस इतना ही कहना चाहता हूं...कि जब तुमने *हथियार* भी नहीं देखें थे तब भारत "" *महाभारत* "" कर चुका था *मेरी सेना मेरी जान* 🙏🏻",1,0
"मशहूर गायका लता मंगेशकर अरबों की संपत्ति के मालिक होने के बाद भी जी रही थी आम जिंदगी, जानें कितनी संपत्ति थी..",1,0
#जवाव_दो अगर कांग्रेस की सरकार होती और 5000 करोड़ मुसलमानों को दिया गया होता।तो हिंदू संगठन क्या खामोश बैठी रहती या हंगामा होता।भाजपा के द्वारा ऐसा कदम उठाया गया है।तो हिंदू संगठन चुप है।इसका मतलब हिंदू संगठन को भारत से ज्यादा भाजपा की चिंता हो गई है।हमने सरकार बनाया है हम हिंदू राष्ट्रवादीयों ने मोदी पर भरोसा जताया है लेकिन मोदी ने मुसलमानों के ऊपर उपहार लुटाया यह क्या हो रहा है,0,1
"जो हुआ हीं नहीं उसे लेकर मुम्बई में दंगे कर के भी डिफेंड करेंगे, लेकिन तरह-तरह के हो रहे जेहाद अर्थात आतंकवाद पर चुप रहेंगे या बचाव करेंगे, दिन प्रतिदिन ""अल्लाह हु अकबर"" कह कर फट जाएंगे या फार देंगे उसे लेकर चुप रहेंगे, वो मुसलमान हो ही नही सकता कह कर निकल लेंगे, और सुप्रीम कोठा के लुल्लीचन्द सोते रहेंगे, बाकी पटाखे ओर होली के रंग पर इनखे जज्वात जाग जाते हैं, वहीं बकरीद के असली खून पर मौन रहेंगे। ""हुल्लाह हो मियां अकबर""",0,1
वेशर्म है पाकिस्तान शहीद होते जवानों को नही देख सकते हम आर-पार करके एक बार फैसला करने का समय आ चुका है,0,1
"कॉन्डोम बेचना महंगा पड़ा नुसरत भरूचा को, लोगो ने कहा- ने कहा, B ग्रेड एक्ट्रेस",0,1
धर्म परिवर्तन नहीं करने पर वार्डन करवाती थी शौचालय साफ़!,0,1
आर्यन केस में 15 दिन बाद एक गवाह की अंतरात्मा जाग उठती है और वह 25 करोड़ की डील का आरोप लगा देता है मुझे समझ में नहीं आया कि 15 दिन पहले इसने जो हलफनामा दिया वह सही माना जाए या आज इसने जो हलफनामा दिया है वह सही माना जाए ? मैंने पहले भी लिखा था इस केस में यदि सेटिंग नहीं हुआ तब मेरा पैसे की ताकत से भरोसा उठ जाएगा नवाब मालिक ने जिस तरह से धमकी दिया कि समीर वानखेड़े को 1 साल के अंदर नौकरी से निकलवा के जेल भिजवाऊंगा और जिस तरह शव सेना आर्यन केस में आर्यन के बेल के लिए सुप्रीम कोर्ट पहुँच गयी उससे यही लगता है कि जब समीर वानखेड़े नहीं बिका तो 15 दिन बाद गवाह को ही खरीद लिया गया ताकि समीर वानखेड़े को फंसा कर इस पूरे केस की विश्वनीयता को ही संदेह के घेरे में लाया जा सके और हकले के लौंडे को बचाने के साथ साथ नवाब मालिक अपने दामाद और बॉलीवुड की बेज्जती का भी बदला ले सके,1,0
ये देखिए मौ-लवियों की रूह कांप उठी पुष्पेंद्र कुलश्रेष्ठ के इस भाषण को सुनकर,2,0
Congress ko vote dene walo dekhlo,1,0
"गौरव खन्ना अपनी अनुपमा के साथ करते दिखे रोमांस, कैमरे के बिना परवाह करे दिए बेहद बोल्ड सीन, दिखे फोटो",2,0
जरा बताइए कि गांधी परिवार किस धर्म का पालन करते हैं चम्मच ध्यान दे They (Rahul Khan along with his father Late Shree Rajeev Khan)are reading KALMA on the death of SMT Indria Gandi (Real Name :Maimuna Begum) wife of Frioz Khan Fake people and proven ISLAM is a fake religion... And it's followers are biggest lier.,0,0
कांग्रेस के जमाने में मुसलमानो की आबादी भारत देश में बढ़ती जा रही थी आज मोदी जी की वजह से भारत देश में मुसलमानों का जीना हराम हो गया हे |,0,1
"TMC नेता का बयान यदि एकजुट हो जाएं 30% मुसलमान, तो भारत में...",1,0
Rashtra bhakth kabi Isse follow nai karega!!!! Kya aap ratra bhakt ho ya !! Ha to comment kare,0,1
कहाँ से आते हैं ये लोग ? इतना मंद बुद्धि आंदोलन देखा है किसी ने ? #मंदबुद्धि_आंदोलन,0,1
जो भगवान का सम्मान नहीं करता उसका सम्मान हम हिन्दू क्यों करे । #Sudarshannews,0,1
सुदर्शन टुडे नए अंदाज में,1,0
Must share,2,0
जो कभी नहीं हो पाया वो गडकरी ने कर दिखाया !,1,0
केवल अच्छे मुसलमानों से प्रश्न,1,1
'टॉप लाइट' नहीं इनकी 'विचारधारा' खराब है,0,0
"जिन शिल्पकारों ने इतनी गहरी रचना की है, वे अद्भुत कल्पना के धनी रहे होंगे। सूर्यविनायक वन, नेपाल में मिली, भगवान भोलेनाथ और शिवलिंग लोक की एक असामान्य रूप से दिखाई देने वाली मूर्ति... जिसके पृष्ठ भाग मे स्थित शिवलिंग की एक ही शिला से निर्मित आसाधारण दर्शनीय प्रतिमा। अद्भूत कल्पनाशीलता के धनी रहे होंगे वो शिल्पकार, जिन्होंने इतनी गहन रचना की हैं। Every Where in the World Found Sanatan Dharma 🚩🚩 Those craftsmen, who have created such a deep creation, must have been rich in amazing imagination. Found in Suryavinayak forest, Nepal, an unusually visible statue of Lord Bholenath and Shivling located in the back part made from a single rock. Har Har Mahadev🙏🔱🙏 #incredibleindia #temple #ancientindia",2,0
"Highest Discipline in #India Wine Shop, #Kerela #MegastarAazaad #BombayTalkies #KaminiDube #Aazaad #KaminiDube #SanskritMahanayak #MaharshiAazaad #AhamBrahmasmi #Rashtraputra #TheGreatPatriot #Thebombaytalkiesstudios #BombayTalkiesFoundation #VishwaSahityaParishad #WorldLiteratureOrganization #AazaadFederation #Mahanayakan #MAHANAYAKADU #AZAD #Deshveeran #MAHANAYAK #VeerAzad #VEERPURUSH #MAHABALI",1,0
"मोदी और योगी को कोसने के चक्र में कुछ मुसलमानों ने अपनी अम्मी को ही मार दिया?,ट्विटर पर तस्वीर वायरल देखे",0,1
"हिंदू धर्म का अस्तित्व मिटाने का ख्वाब, जानें क्या है गजवा-ए हिंद? #GhazwaeHind",0,1
तालिबान के बाद अफगानिस्तान पर एक और हाफत आई।,0,1
क्या ममता बनर्जी होंगी यूपीए की अगली अध्यक्ष?,1,0
"सभी का खून शामिल था इस मिट्टी में, हम अनजान थोड़े है, किन्तु जिनके अब्बा पाकिस्तान ले चुके, अब उनका हिंदुस्तान थोडे है। 😊😊😊",1,1
कल रक्षाबंधन पर रुबिका लियाकत ने हिन्दू भाई को बांधी राखी तो मुस्लिम करने लगे भद्दे कमेंट।,0,1
देश विरोधी गैंग की प्रस्तुति #Tandav,0,1
अज्ञात व्यक्ति का निवस्त्र शव पडा देख ग्रामीणों ने पुलिस को दी सूचना #uttarpradesh #jalaun,0,0
"ईरान से बचा कर लाए गये,ईमान वाले ""मुसलमान"" भारत सरकार का नहीं बल्कि ईरान सरकार का शुक्रिया कर रहे है, ये है इन की वफादारी का नमूना",2,1
सत्यनारायण कथा को गाली देने वाले आप नेता के साथ सोमनाथ मंदिर में लोगो ने कर दिया यह कांड #AAP #Arvindkejriwal #Somnathmandir #Gujarat,1,0
"मुकेश अंबानी की पत्नी नीता अंबानी का देखें रॉयल ब्लाउज़ कलेक्शन, यही बनाता है और भी स्टाइलिश, देखकर दंग होंगे",2,0
भगत सिंह जी - जान दे दी तिरंगे को यहाँ लगाने के लिए और आज उसकी जगह ही बदल दी..ये लोग किसान हो ही नही सकते🤔,0,1
देखे वीडियो:-रोहित सरदाना के निधन पर जश्न मनाने वाले मुसलमानों को फैज खान का तगड़ा जवाब।,0,0
😂😂,1,0
"आज से 2200 साल पहले भी चाणक्य जैसे लोग अखण्ड हिन्दू राष्ट्र के लिए प्रयास रत थे, और आज भी राष्ट्रवादी अखण्ड हिन्दू राष्ट्र के लिये प्रयास रत है। इन 2200 सालों में कुछ नहीं बदला हिन्दुओं में।",0,0
Ek Kashmir ye bhi tha… jhelum ghat,0,1
"🔻 हिंदुओं में भूलने की अच्छी बीमारी है, और यही बीमारी हमारे पतन का कारण बनेगी.. दिल्ली दंगों में ताहिर हुसैन, अमानतुल्ला खा को भूल गए पालघर संतों की हत्या में धर्मांतरण के एंगल को भूल गए कोरोना वाले मौलाना साद को भूल गए थोड़े दिन POK का झुनझुना बजायेंगे फिर इसे भी भूल जाएंगे.. दोस्तो इन मुद्दों को जीवित रखो,, रोज एक पोस्ट इन मुद्दों पर जरूर करो",0,1
कोरोना से पहले इन जाहिलों का इलाज जरूरी है 😏😏😏,1,1
इन मूर्खो के के वजह से आज पूरे भारत को तकलीफ हो रही है।,0,1
मस्जिद में आतंकवादी छुपा मिले मस्जिद में भारत तोड़ने के सपने देखे ऐसी भारत तोड़ने की गतिविधियों में लिप्त मस्जिदों पर सरकार बैन क्यों नहीं लगाती ? इतना सब हम सबकी आँखों के सामने होता है फिर भी आपको आतंकवाद का मजहब बताने में यह शर्म कैसी ? हाँ मुझे बोलने में कोई शर्म नहीं कि भारत #इस्लामी_आतंकवाद से पीड़ित है। #शर्जील_ईमाम #IslamicTerror,0,1
"Bahut Hua JNU, AMU etc etc... This is the Show Time for Hindus Now....",1,1
15 मुसलमानों ने मिल कर एक नाबालिग हिंदू युवक को जान से मार डाला... अंबड गांव मे जिहादियों का नंगा नाच बता दें कि मृतक बालक रामेश्वर अंकुश खरात हिंदू परिवार से है. बहुत ही छोटी उम्र में भी रामेश्वर हिंदू धर्म की सेवा कार्य में जुड़ा हुआ था. जिसके चलते जिहादियों को वह रास नहीं आया और जिहादियों ने मासूम की जान वीभत्स तरीके से कर दी.,0,1
कांग्रेस की ओछी राजनीति,0,1
दिव्य पाण्डे बहरीन गए श्रीगणेश जी के सम्मान में. मुसलमान नहीं बने तो योगीराज,0,1
"डायरेक्टर रोहित शेट्टी की पत्नी ऐश्वर्या राय से भी ज्यादा खूबसूरत है?,पर फिर भी करती है ये काम",1,0
Seems Rahul Gandhi got confused about #SurgicalStrikes,0,0
"Question: जब लड़की से पूछा रात में मर्द और औरत दोनों क्या लेना पसंद करते है, लड़की ने दिया गदगद कर देना वाला जवाब !",1,1
पाकिस्तान की जीत का जश्न मनाने वालीं राजौरी की साफिया माजिद की नौकरी गयी।,0,1
थोड़ा ध्यान दें,1,0
सवाल : सोने की कौन सी चीज़ सुनार की दुकान पर नही मिलती है ?,1,0
Urban naxals,0,1
സ്വാമി ശരണം ഇന്ന് പേരാമ്പ്രയിൽ നടന്ന നാമജപയാത്ര. കൂത്താളിയിൽ നിന്നും പേരാമ്പ്രയിലേക്ക് നടന്ന നാമജപയാത്ര,1,0
पश्चिम बंगाल और कई अन्य उत्तर-पूर्वी राज्य इसी तरह के कई छोटे-बड़े कुख़्यात अपराधियों के छुपने के लिए सुरक्षित पनाह का काम करते आए हैं #WestBengal #Bangladesh ,0,1
"फलीस्तीन के समर्थन में पाकिस्तान जश्न मना रहा था, हो गया बड़ा खेला",2,0
अब तो सुप्रीम कोर्ट भी चिंतित हो गया है!,0,0
"पाकिस्तान ने था जिन्हें ठुकराया #योगी सरकार ने उन्हें अपनाया❤️😍🦁⚔️🚩 पाकिस्तान से विस्थापित 63 हिन्दू परिवारों को उत्तर प्रदेश की #योगी सरकार प्रदान करेगी जमीन, नौकरी और घर #BJP4UP #योगी_राज",1,1
याद है ना जब एक सांता वालों को कुत्ते की मौत 😁😁,0,0
Indian secularism.,0,1
126 गौमाता की हत्या होने के बाद बलोतरा में चल रहा धरने का दूसरा दिन या तो अपराधियों पर कड़ी से कड़ी कार्यवाही करें या जो भी अधिकारी उसमें शामिल है वो इस्तीफ़ा दें Ashok Gehlot,0,0
रिटायर्ड आईपीएस अमिताभ ठाकुर ने डंके की चोट पर कहा: योगी के खिलाफ लड़ूंगा,1,0
आप सभी को गणेश चतुर्थी की बहुत-बहुत बधाई। गणपति बाप्पा मोरया! 🙏🏻❤️🚩,2,0
"कंगना रनौत ने कैमरे के सामने कर दी ऐसी हरकत, लोगो ने कहा इसलिए बढ़ रही है ओमिक्रोंन की रफ्तार।",1,0
Thanks Bharat की टीम हुई अब 2 लाख की यूट्यूब पर । हमें आगे बढ़ते जाना है #धर्म की रक्षा करना है ।। https://youtu.be/L_d7TiSjyEA:=:https://www.google.com/sorry/index?continue=https://www.youtube.com/watch%3Fv%3DL_d7TiSjyEA%26feature%3Dyoutu.be&q=EgQ0KuTRGJWTm_AFIhkA8aeDSyWQDWeJR9FZz5G66QSnYkXiD5VnMgFy,1,0
इन मुस्लिम महिला ने तो शाहीन बाग वालों की बखिया उधेड़ दी।,0,1
"सारा अली खान के साथ खुलेआम इश्क़ लड़ा रहे अक्षय कुमार, लोगों ने जमकर किया ट्रोल",1,0
आज कमीशनर ऑफिस जोधपुर पहुँचकर दिया ज्ञापन राजपूत समाज की बेटी काफी दिन से गायब हे ओर सूरसागर थाने मे रिपोर्ट दर्ज हे अभि तक कार्यवाही नही हुई अगर कारवाही जल्द से जल्द नही हुई तो राजपूत सामाज कें साथ बेठुगा धरने पर,0,1
